review,label,
"Ini saldo gopay gimana liatnya, sama UI nya yang sekarang gak bagus, susah di gunakan, kenapa udah bagus bagus di update malah jadi jelek? Yang dulu lebih enak. Gak usah pakai fitur swipe swipe segala untuk opsi menu (bikin ribet) Sama ini ongkir go food mahal banget, masa gak sampai 1 KM harga ongkir Rp.12000. , SERIOUSLY?!?!?!",Aplikasi,
"Sering memblokir gopay tidak bisa dipakai,dg alasan transaksi yang tidak wajar.sistemnya ngawur...udh 2x sya kena.temen sya jga kena...dan gopay tidak bisa kembali dipke.diblokir...gopay hangus kita rugi.g ush pke gopay ja kalau gopay nya bakalan diblokir gojek.",Akun,
Ektp di upload tidak bisa karena sudah terdaftar di nomor hp yg lain padahal nomor hp yg lain sudah tidak aktif,Akun,
"Beli pulsa Indosat 30ribu belum masuk pulsa tapi saldo GO-PAY terpotong. Dari kemarin sampai hari ini masih in progress statusnya.. Sudah saya kirim request, Tolong ditindaklanjuti..",Transaksi,
"Program BERKAT yang dibuat Aplikator Gojek jelas mengkhianati mitra, mengelabui mitra, bentuk pembodohan dan perbudakan mitra driver Gojek. hingga kenyataan pahit meniadakan skema bonus driver kami anggap ini sebagai bentuk penghinaan kpd seluruh mitra driver. Saatnya menumbangkan dominasi Aplikasi Gojek yang dzalim yang ""tidak tahu berterimakasih & tidak menghargai mitra-mitranya"".",Layanan Pelanggan,
makasih akun saya di hack dan saya harus lunasin tagihan payLater. Padahal saya udh lama gak pake apk gojek..... Beri tau pada kolektor datang aja ke rmh saya . Orang lain ngutang saya yang harus bayar.,Akun,
Keamanan gak lengkap akun saya di bajak dan ada transaksi pake gopay,Akun,
"Aplikasi sampah, di update malah loadingnya lambatnya minta ampun. Mo pesen ngakses gps aja gak bisa2.. IT nya sangat buruk. Kebanyakan konten, semakin memperlambat segalanya. Ini aplikasi apaaan 77 MB di hape RAM 3 aja gak bisa dibuka...!!! Memalukan.",Aplikasi,
"Ini dev applikasi gojek kok goblok ya, pencarian buat go food makin gak bener aja, udah bagus bagus kyk 3-4 bulan yg lalu skrng mau cari makanan aja susah. Dulu mau makan misalnya ""udang"" tinggal cari keluar menu nya apa aja. Skrng ketik ""udang"" malah keluar resto nya. Tolol bet dah kemaren kemaren malah diilangin yg resto terdekat, terlaris, skrng menu pencarian yg susah.. dulu udah bagus bagus skrng ini di update malah makin ancur -_-",Aplikasi,
Keamanan dalam driver kurang bagus .. kasihan driver yg sering cencel sesama driver yg bikin pendapat kurang . Pake akun palsu buat jatohin sesama driver . Kadang aplikasi gojek juga sering eror .,Layanan Pelanggan,
"Ko punya saya sudah 4x instal ulang gak bisa masuk terus, loading terus close, malah buang buang kuota aja, padahal tadinya baik2 saja, masa iya aplikasi kena corona,,,,",Aplikasi,
GoJek kok gak jelas gini aplikasi nya di update malah gak bisa liat riwayat pemesanan Parahh 👎,Aplikasi,
Saya mempunyai saldo gopay Rp. 37.500 ko hilang begitu saja kemana larinya diriwayat transaksi jg gk ad malah riwayat transaksi orng yg bajak akun sy jg sdh hilang bgtu saja ap msh disedot sm dia karena sy mau bikin akun gopay sdh 3x tidak bisa hny tulisan begini maaf ID anda sudah pernah terdaftar mhn coba lg tetap saja begitu terus,Akun,
Tidak bisa top game lagi ya di menu nya ada tapi pas diklik gak muncul untuk top up nya..,Aplikasi,
Aku mau tanya nih..minggu lalu aku order lewat goshop tuh...aku nyantumin harga estimasinya lebih tinggi karena lupa harga aslinya...singkat cerita transaksi selesai dan barang diterima..nah hari ini saya pergi k apotek tuh...beli lagi obat yang persih kemaren...ternyata harganya jauh banget dibawah estimasi yang aku cantumin...nah itu selebih nya kemana yaa...apa jadi milik driver atau memang harus dikembaliin ke konsumen ?,Layanan Pelanggan,
"upgrade akun gopay gagal terus, tulisan nya selfie mu gak sambil megang id asli, padahal itu ktp asli yg di pegang , mau nya apa",Akun,
Kata nya ada promo cashback sampai 15.000 kok bisa nya cuma sekali 2 kali saya tertipu sama cashback seperti tolong gopay benahi sistem nya ada cashback kok nggak ada yang saya terima seribu pun tidak ada ini merugikan saya sebagai pengguna setia gojek Yang pertama saya bisa dapat cashback ny di tanggal 16 sedangkan saya coba beberapa hari kemudian serta hari ini kenapa cashback nya nggak dapet lagi tolong di perbaiki lagi atau di simulasi lagi jangan asal buat iklan ada cashback nya,Transaksi,
"Tolong bantuannya akun saya hilag karena nomer HP saya baru, mana masih ada saldo 52.000 an 😟 tolong bantuannya",Akun,
"Saya mau log in ke akun tdk bisa, otp yg dikirimkan sudah benar tapi saat saya masukkan tdk bisa tertulis otpnya salah. Sdh coba bersihin penyimpanan lama dan minta otp lagi mlh otpnya tdk kekirim di sms saya.",Aplikasi,
"GO-PAY dengan BNI kenapa ya, gua sempat ngga jadi top up ke GO-PAY, pd tanggal 29 februari 2020 jam klo ga salah 3 sorean. Sebab krn BNI lemot gua langsung out dari ATM. Pas malam mau top up GO-PAY malah uang gua yg sorean top up ke potong jg. Gimana nih GO-PAY? Masa gua top up ga masuk dana gua. Pernah kejadian jg nih tp sehari esoknya baru msk nominal top up gw. Solusinya dong utk member gopay?",Transaksi,
Saya mau upgread tapi jawabannya kartu id sy sudah terpakai utk akun gopay yg lain.tolong dong min,Akun,
"Mw upgrade tapi masih muncul tlisan ""dokumen anda sedang di unggah"" Sudah 1 bulan lebih seperti ittu all hasil tdak bisa d upgrade sampe skrang😤😤😤😡😡",Akun,
"Tolong dong saya tidak bisa masuk ke akun gojek. Karna nomor nya beda. Tapi memakai email yg sama, saya sudah 2 kali ganti akun dan sekarang sudah tidak bisa dipakai semua email nya. Setiap hp hilang atau nomor yg hilang masa harus buat akun baru lagi...",Akun,
"Akun logout sendiri, sign on lagi gak bisa, waktu sign in, ada motif email sudah terdaftar, tapi masuk nggak bisa, kolom masuk menggunakan akun Facebook juga nggak ada",Aplikasi,
"Kenapa aplikasinya logout terus udah di instal uninstal berlali kali ttep sama. Di updt juga udah tpi masih aja gabisa kebuka. OTP udah masuk tpi gabisa buka aplikasinya keluar lagi trus ada tulisan ""untuk memulihkan silakan hapus..."" bingung jadinya..",Aplikasi,
Saya top up tapi dana tidak masuk sangat kecewa karena ini sudah 2x saya mengalami hal yang sama ..sangay mengecewakan dan membuat tidak nyaman,Transaksi,
"system pemerataan order nyusahin rakyat,ini karya anak bangsa apa karya orang china. tolong kasih tau teman"" driver yg lain bila lihat post ini kasih gerakan bintang 1 biar nanti saya bantu bc ke wadah"" driver untuk gerakan bintang 1 di aplikasi ini mohon di himbau dan di gerakan biar anjlok sekalian, mereka yg di kantor bisa apa kalau tidak ada driver.",Layanan Pelanggan,
"Tingkatkan lagi pengaturan lokasi driver, saya pesan nyangkutnya jauh semua.. Drivernya minta cancel mulu.. Driver yg minta cancel akun saya yg dibekukan",Akun,
Kenapa tidak bisa login padahal jaringan bagus apakah sudah tidak bisa di gunakan apk gojek ini ?,Aplikasi,
"minta dgn hormat,akun saya ko go food aja yang masuk??tolong disama ratakan,,dan kenapa satu jam satu orderan? kalau kayak gini sekokah anak saya bisa putus,,apa lgi kerja saya hanya drever gojek pak,",Layanan Pelanggan,
Gps nya kenapa sih eror mulu???!!!,Aplikasi,
"aplikasi selalu tertera aktifkan layanan lokasi di hp mu , padahal layanan lokasi sudah aktif , dan di gojeknya sudah di izinkan permissionnya tapi tetap tidak bisa terdeteksi lokasinya . hp asus",Aplikasi,
"Saya harap, aplikasi gojek menyediakan pulsa 5.000,10.000 dan paket kuota nya ada yang khusus nelpon.. Saya harap bisa lebih lengkap lagi fitur2 nya.. 😘",Layanan Pelanggan,
Saya tidak bisa upgrade gopay plus saya karena sudah terdaftar di akun yang lama dan saya ingin mengganti akun dengan yg baru..,Akun,
"Saya isi pulsa via gojek dan membayar dengan gopay , meskipun nominalnya tidak besar yaa hanya 20rb tapi saya kecewa , saldo sudah kepotong sedangkan pulsa belum masuk sampai saat ini , tolongggg gojek jangan mentang mentang sudah tinggi performa malah jadi turun. Gimana mau dibanggain karya anak bangsa nya",Transaksi,
"TOLONG PIHAK GOPAY Saldo ku tadi senilai 400.000 baru di isi di alfamart trus tiba tiba saldo ku ilang 164.000 tolong banget gopay aneh banget dan gada transaksi apapun gada riwayat benar-benar aneh tapi saldo sudah ke potong😭padahal mau tranfer ke orang tolong banget ya kembalikan 164.000 saya,,rugi sayaa bacaannya ada -164.000 california gitu kak😭",Transaksi,
Gojek knp sih sering blank...dalam perbaikan tapi lama.... Kita gak bisa buru² jadiya.. apalagi fitur baru nih transaksi tf ke bank lain ..server sibuk terus .. makin lama makin lemot sih..semua transaksi gagal.. kecewa.,Aplikasi,
"setelah di update,gabisa login kode otp,transveran gopay dari perangkat lain tidak masuk.tolong bantuannya.",Aplikasi,
Please gojek bikin aturan setiap akun baru wajib photo KTP dan KK . Kasian banyak gojek2 ketipu sama orderan fiktif . dengan cara begitu gak akan ada lagi gojek kena korban . semoga di dengarkan masukan sy ini.,Layanan Pelanggan,
"Sangat buruk. Setelah update aplikasi, tdk dapat input Lokasi Tujuan krn selalu force close. Sudah meminta bantuan via aplikasi tp tidak teratasi, padahal jaringan internet OKE, berulang kali update aplikasi, sudah hapus cache, dll tp problem masih sama. Layanan customer gojek underrated. Sorry. Please fix this ASAP. Bring back my Gojek apps. Very unpleasant experience for almost 4 years i'm using Gojek apps.",Aplikasi,
"Kepada pihak Go-Jek,saya berharap ada pengisian saldo via pulsa, karena saya butuh bgt untuk top up game,saya suka bgt menggunakan Go jek,tapi sayang saldonya cmn bisa di isi via transfer bank sama Alfamart aja,jadi saya mohon bgt kepada pihak Go-Jek untuk menyediakan layanan top up saldo via pulsa,karena saya tidak punya rekening dan Alfamart pun gk ada di kampung saya",Layanan Pelanggan,
Payah. Titik gps di akun saya ga terdeteksi. Padahal saya pakai google map bisa dan lancar. Perizinan gps untuk aplikasi gojek sudah saya antur. Tetap ga bisa. Sudah telpon ke cs tapi dibilangnya masalah ada di handphone saya. Padahal google map dan share lock di wa lancar. Aneh sekarang gojek. Maaf saya uninstal.,Aplikasi,
"akun saya di bekukan tiba tiba,padahal sy benar benar ingin melakukan pengiriman sesuai barang jadwal waktu dn tmpt tersebut,sudah berulang kali pesan tp ttp di cancel,setelah ituu di bekukan akun sy?? driver minta cancel trs menerus?? jd sy salah apa?!",Akun,
"Tolong perbaiki map atau lokasinya, saya selalu salah antar drivernya, saya jadi rugi, lokasi saya dekat antarnya jauh, saya jadi rugi ongkos kirim, drifernya juga rugi waktu sama minyak, kalo ga bisa perbaiki lokasi hapus aja dah aplikasi ini",Aplikasi,
"Saya suka apk ini, tapi coba lokasi nya sesuai lokasi di hp. Padahal kan saya udah aktifin lokasi di hp Masak pas mau pesan go car lokasinya beda dengan rumah saya.",Aplikasi,
"Saya sangat KECEWA mengikuti saran dari CS gojek katanya tidak apa-apa kalau ngeupgrade ke gopay plus menggunakan Nik orng lain. Padahal saya sudah ngomong saya daftar di kartu kerja. Dan katanya bisa cair walaupun Nik nya beda yang penting katanya sudah terupgarde ke gopay plus katanya. Tapi apa nyatanya Enggak bisa sama sekali,sampai-sampai insentif di kartu prakerjaku tidak cair gara-gara nik nya beda. Nyesel saya ngikutin saran dari CS gojek dan saya sangat KECEWA sekali... dan saya ngajuin",Akun,
Akun ny kok bisa kblokir... Tai laa d tlp susah,Akun,
"kenapa harus ada akun prioritas saat pandemi kaya gini jek.. udh tau orderan sekarang sedikit, habis semua orderan sama akun prioritas jek.. d nyalain dari pagi ke pagi hasilnya 0., sementara yg prio keluar siang, malemnya udh beres 30 poin..😟😟",Layanan Pelanggan,
"Ini kenapa ya saya sdh isi ulang 150rb an lbh, tp gak masuk2 ? Masak gojek gak ad call center chat ny ? Tlg donk, masak setiap ad komplain hrs isi ulasan d sini? Tlg dperiksa y",Transaksi,
"Kenapa sekarang gk bisa login lewat facebook? Padahal kalau nomer hp hilang kan enak kalau bisa login lewat facebook, ah payah..",Aplikasi,
"Tidak bisa login setelah di update, tolong di bantu",Aplikasi,
"Selamat pagi, mohon maaf akun saya sudah 2x24 jam melakukan upgrade Gopay plus tetapi belum juga di acc. Saya sudah mendaftar kartu prakerja dan ingin menyambungkannya ke ewallet Gopayplus. Mohon ditindaklanjuti dengan segera. Trims",Akun,
gimana ceritanya KTP buat upgrade akun keteranganya ID sudah terdaftar di akun lain gak jelas banget!! maksudnya apa biar saldo gopay gk bisa di ambil gitu?,Akun,
Saldo gopay saya ada 225.000 dan sy guna kan transfer ke bri sebesar 110.000 dan tiba tiba saya cek sisa saldo gopay sy sisa 25.000 Jadi 90.000 nya itu hilang kemana Ada yg ga beres,Transaksi,
"Saya isi gopay gak masuk2, saldo saya di ATM udh kepotong baru kali ini kaya gtu, padahal udh lumayan lama pake gopay Udh saya lapor di pembantuan gada respon, bukan masalah isi saldo nya tapi gak amanah itu, untung isi sdikit biasa nya saya isi bnyak klo Kya gtu jdi kapok lah!",Transaksi,
Kenapa ya aplikasi gojek tidak merespon di ponsel saya. Saat saya ingin memesan langsung layar nya putih gitu. Sudah saya perbarui pun tetap seperti itu. Kata saya akun saya yg bermasalah. Tetapi saya bikin akun baru sama saja. Tetap seperti itu. Kenapa ya,Aplikasi,
Goofood nya jangan mahal2 dong ongkir nya 4000 aja saya kan tiap hari makan lewat goofood... Turunin lagi biar bnyak langganan.. Kalau bisa adain voucher goofood lagi...,Layanan Pelanggan,
Saya udah 5 hari menunggu saldo prakerja saya masuk ke gopey . Sedangkan keterangan dari prakerja udah berhasil. Gimana ini . Sampe skrang belum ada saldo gopey saya😠😠,Akun,
kenapa saya gak bisa melakukan pembelian pulsa buat orang tua saya...transaksi selalu gagal. ketika saya membeli pulsa buat diri sendiri berhasil. tolong lah di perbaiki. jadi saya gak harus ke konter untuk beli pulsa buat keluarga...cukup top up saldo gopay seperti semula.,Aplikasi,
"Mohon sertakan foto motor atau minimal jenis motor nya saat pemesanan,jadi saya bisa pilih..mau atau tidak nya naik jenis motor itu. saya tidak suka berkendara dengan aerox nmax pcx karna tinggi.membahayakan bagi saya yg suka berkendara menbawa anak balita.mohon diperbaharui seperti gocar disebutkan jenis mobil nya",Aplikasi,
Saya buka akun gojek kok tiba2 tidak bisa saya tanya ke admin katanya dibekukan HP saya? Padahal tidak pernah buat menipu kok dibekukan... Bagaimana ini? Kok tidak bagus pelayanannya...,Akun,
Aplikasi bangsat udah satu bulan lebih akun gojek driver saya dibekukan tanpa sebab&nelephon cs tidak ada tanggapan sama sekali...yg ada hanya buang2 pulsa&buang2 uang saja...mendingan gojek gulung tiker aja....aplikasi kontolll loooo....udah lima tahun di gojek baru kali ini gue ngalamin diperlakukan ga enak....enakan jaman nadiem makarim dibandingkan skrang yg mgang orang china bangsat&kontoolll looo..,Akun,
"Ini kenapa detail pesanan saya tidak muncul?,saya sudah nunggu setengah jam lebih,tapi notifikasi driver menjemput,driver dihubungin ga bisa,tiap kali diklik pesanannya langsung back sendiri",Aplikasi,
"Sangat mengecewakan, beli pulsa via go pulsa selalu gagal di metode pembayaran padahal gopaynya ada. Tolong dong diperbaiki lagi jangan kaya gini",Aplikasi,
"Sumpahh kesel saya sama aplikasi gopay saya yg dikunci sm sistem gojek krn alasan ada sesuatu yg mencurigakan dan tim gojek tidak memberikan solusi, finally saya kehilangan dana pra kerja saya yg tinggal 3 kali pencairannya :(",Akun,
System prioritas lebih efektif dan sportif jangan sama kan driver yang rajin dengan driver yang malas.kalau seperti ini terus driver pemalas yang pakai aplikasi modifikasi member dan tuyul/fake gps yang menikmati hasil nya yang pasti nya banyak customer yang di kecewakan oleh driver-driver pemalas tersebut.,Layanan Pelanggan,
Titik lokasi kurang tepat.... Bikin ribet....kasian driver.nya,Aplikasi,
"Slama saya menggunakan aplikasi gojek baru kali ini dapat notifikasi akun bakal dibekukan krn terlalu banyak meng cancel orderan,padahal saya cancel orderan atas permintaan dari driver go food dengan alasan terlalu jauh,uang tidak cukup dll, lah otomatis saya pesan lgi karna orderan yg pertama saya cancel krn kemauan driver go food nya,bukan krn saya yang mau cancel.",Akun,
"Karya anak bangsa katanya,dari akun prakerja suruh hubungi cs gojeg untuk rubah NIK,nyatanya sampai sekarang email 10 kali lebih gak satupun di bls. Di tlp pihak cs jga ngom tidak bisa rubah karna otomatis terupgrade Kalian mempersulit insentip orang miskin di situasi susah seperti ini. Kalian enak berpenghasilan,indonesia banyak orang yg miskin guys orang membutuhkan sampai dibela2in beli paket data atawa pulsa memperjuangkan hak. Mana kebijaksanaan Mu😡😡😡",Akun,
"Aplikasinya loadingnya dan notifikasinya lama, padahal sinyal aman, akurasi lokasinya kurang jelas, ketepatan lokasi drivernya di maps kurang tepat.",Aplikasi,
Saya beli pulsa lewat go pulsa Rp. 25.000 sejak tanggak 9 mei sampai sekarang belum masuk. Tolong difollow up ..saya dah kirim ke bantuan tp belum di follow up juga,Transaksi,
Kenapa perlu waktu yang sangat lama untuk mengirim dokumen upgrade go pay?padahal sudah lebih dari 1 hari saya tidak bisa mengirim saldo gopay saya,Akun,
"Saya heran, dulu log in with Facebook bisa kenapa sekarang ga ada pilihan log in dengan Facebook yaa?saya biasa sinkron ke FB karena nomer saya ga aktif terblokir jadi pilihan hanya lewat fb. apakah aplikasi sudah semakin canggih dan diperbaharui atau memang kendala di hp saya. mohon pencerahannya dong. Terima kasih",Aplikasi,
Kenapa ktp saya sudah di aktifkan di gopay plus Padahal saya baru pake gopay & mau upgrade gopay jawaban nya ktp anda sudah di pakr di gopay?,Akun,
Applikasi go instan error. Tolong tambahkan fitur konfirmasi ulang sblum driver mengantar kostumer. Baru kejadian driver tidak antar tp dapat uang karena pembayaran non tunai. Tolong perbaiki lagi applikasinya.,Aplikasi,
"Apaan nih, driver nya ga ramah, minta di paksain bintang lima pake ngancem segala lagi. Apaan sih kayak gini. Oh ya satu lagi, kasih tau driver nya gimana nya tata krama sama pelanggan ini dateng2 ngajak ribut malah. Sumpah bobrok,KURANG AJAR!!!",Layanan Pelanggan,
Saya sudah upload dokumen untuk gopay Plus. Namun sudah 7 hari statusnya masih pending. Mohon bantuannya,Akun,
Ga ada angin ga ada ujan.. Tanpa alasan jls tiba2 handphone saya ya di blokir pihak go-jek sehingga akun saya tidak dapat digunakan di handphone saya.. harus menggunakan handphone yang lain dengan alasan handphone saya di lacak oleh sistem bahwa diduga melakukan tindakan yang mencurigakan.. saya kecewa pihaksaya kecewa pihak go-jek melakukan pemblokiran handphone secara semena-mena tanpa alasan yang jelas.. Padahal sayaPadahal saya pengguna aktif go-ride dan go-car beserta go-food..,Akun,
"Ongkirnya terlalu mahal, percuma ada promo tapi ongkirnya mahal sekali, kecewa.",Layanan Pelanggan,
"Gimana ini saya sudah upgrade gopay ke gopay plus, tapi di halaman kartu prakerja tertera masih harus di upgrade. Gimana insentif kartu prakerja saya mau cair. Nyesel sambungin rekening nya pake gopay. Tau gitu pake ovo aja",Akun,
Dikatakan saya melakukan 3x pembatalan dalam 1 hari lalu akun saya otomatis terblokir dan tidak bisa di gunakan kembali. Sedangkan seingat saya tidak pernah melakukan pembatalan 3x dalam 1 hari. Pihak gojek tidak memiliki solusi selain meminta saya membuat ID baru. Jadi saya harus ganti nomor hp? Atau gojek mau beliin saya hp baru buat bikin ID baru? Salah saya apabila driver meminta pembatalan dilakukan oleh customer? Atau driver tidak memberi kabar? Driver tidak bergerak? Sangat mengecewakan,Akun,
Saya ingin update ulang data pribadi...kok gak bisa...saya nyesel pakai gopay untuk pencairan insentif prakerja saya...karena ada masalah di skun gopay...tpi cs gopay nya tidak cepat respon....,Akun,
Aplikasi ini membantu sekali tapi saya kecewa saat top up gopay diatas 1juta masuknya lama sedang kan saya top up itu untuk membayar cicilan rumah. Saya pilih gopay karena biaya adminnya rendah. Saya sungguh kecewa kalau sampai kena denda rumah apa kalian mau bayar dendanya ?,Transaksi,
"Gopulsa bangsat gua isi paket darim jam 2 malem kemaren sampe hampir jam 2lagi kaga masuk masuk .saran saya kalo gopulsa proses ga masuk"" bisa di cancel .jangan kaya gini dari jam 2 malem 24jam gua nungguin masih di proses mulu bisa kena pasal penipuan ini",Transaksi,
"Kenapa saat saya ingin melakukan verifikasi ktp untuk menjadi agen gopay plus ditolak, keterangan nya ""id sudah digunakan di akun lain"" lah kapan?? gw aja baru buat akun ini aneh banget sih beda banget sama aplikasi ssbelah,yg upgrade nya gampang banget,terus di hubungi lewat email minta penjelasan juga gak di bales udah seminggu an,kalian niat gak buat aplikasi??tolong lah permudah dikit,bagi admin yang di email tolong di balas donk email saya,kalo berhasil di verifikasi saya kasih bintang 5",Akun,
"Sebenernya aplikasinya bagus dan agak membantu, tapi akhir akhir ini kenapa jalur go ride/go car malah menjauh/muter muter ga lewat jalur tercepat, padahal jalur biasanya tidak ditutup, menyababkan tarif naik drastis padahal biasanya 10 rb ke tempat kerja sekarang 23rb mohon diperbaiki",Layanan Pelanggan,
Upgrade gopay selalu gagal padahal sudah sangat sesuai dgn ketentuan yg berlaku,Akun,
Erorr waktu masuk selalu keluar sendiri,Aplikasi,
Alamat di map nya suka ngaco sendiri jdi ribetin saya sama driver nya 🤬 Tolong dii perbaiki,Aplikasi,
"Kenapa server selalu padat merayap ketika saya buka menu Promo, cashback pun hangus ga bisa dipakai, uda di uninstall ulang juga masih sama",Aplikasi,
"Sy jg pelanggan gojek to sy heran knp setiap kali pesan gofood selalu ganti driver pdhl dgn driver yg pertama sdh chat tp beberapa menit kemudian ganti driver lg, jg buat go ride sy pesen satu driver yg datang dua driver. Terkadang foto driver di aplikasi tdk sama dgn driver yg datang mohon utk perbaikannya.",Aplikasi,
"Saya sudah ngirim 4x namun tidak jadi, gagal goplus trus. Padahal duitnya urgent bgt utk dikirimkan ke rekening saya. 4X BAYANGIN SAYA COBA UTK UPGRADE KE GOPLUS dan gagal. sialan",Transaksi,
"Harus nya mah setiap orang yang mau daftar gojek pake nomor hp sama nomor e-ktp . Jadi bilamana driver gojek kena opik, driver nya bisa buat laporan, terus gojek bisa ngelacak nmr hp & ktp yang di laporkan driver. Bisa dibekukan akun pembuat opiknya. Gitu dong gimana sih",Layanan Pelanggan,
"Assalamualaikum,saya kecewa dgn pelayanan driver dikarenakan mengeluarkan kata kata yang tidak pantas untuk dikeluarkan pada pembeli atau pelanggan",Layanan Pelanggan,
"Saya kan top up diamond ke mobile legends ID nya sudah benar, dan saldo sudah di potong tapi kok belum masuk ke akun ya?",Transaksi,
"Login gabisa, bikin akun baru jg gabisa, udh diupdate malah jd sampah",Aplikasi,
"Saya pingin menggunakan, dicoba gopay kirim donasi lancar banget, tp buat gofood pembayaran gopay atàu order gojek selalu server sibuk.. kenapa ya Min.. E-mail pun sdh dikirim ttg order yg selalu gagal.. 10 kali instal tetap sama aja sangat buruk.. kalo sdh bisa saya kasih bintang 10.. saya tunggu jawabannya 1 x 24 jam atau nanti malam.. gopay msh ada Rp.80.000, jika GOJEK hanya cari donasi saya ihklas sumbangkan buat wabah covid-19. Semoga pemilik GOJEK belum kena corona. Selamat tinggal gojek",Aplikasi,
Saya merasa para pegadang melakukan permainan harga makanan. Seperti Mie Nasi Goreng harga biasanya 12rb kalo Double nasi 14rb maksimal. Ini saya lihat harga makanannya mahal kali Minas biasa jadi 18rb double nasi jadi 20rb. Mohon Admin proses yang kayak gini... Harga tidak sesuai dengan makanan.... Terimakasih,Layanan Pelanggan,
"bagus cuman maksudnya nyalakan lokasi anda itu gimana, di pengaturan lokasi udah di on kan udah pake GPS tetep gak bisa.",Aplikasi,
"Saya isi gopay via mobile banking BNI Rp,15.000,- tanggal 11 Maret 2020 pukul 6.45wib,, ,,sebanyak dua kali,,tetapi yang berhasil masuk ke gopay saya cuma 15rb yang seharusnya 30rb Lalu saya complain ke BNI call,,sudah menunggu dua Minggu setelah saya tanyakan lagi ke BNI ternyata pihak BNI bilang bahwa informasi dari pihak gopay melalui email transaksi gopay saya di anggap normal karena sudah masuk saldo nya sebesar 30rb bagaimana ini pihak gojek? Coba cek riwayat isi gopay saya,, terimakasih",Transaksi,
"kok harga nya naik trs si?dulu 4ribu trs naik lagi 9ribu,skrng 10ribu itu mikirin gasi? lagi pandemi gini malah di naik""in",Layanan Pelanggan,
"Aplikasi ini udah bagus dan menarik tapi tolong tambahkan fitur top up gopay dengan pulsa karna kalau saya berdagan selalu bayar dengan pulsa, tolong beri fitur itu terima kasih :)",Layanan Pelanggan,
Tolong dong buat rute sudirman atau pun gatot subroto tolong diperbaiki map nya karena jarak yg driver tempuh gak sesuai sama dilapangan karena motor tidak boleh berputar disemanggi dan harus lewat rute yg lain dan lumayan jauh,Aplikasi,
"semenjak nadiem jadi mentri . gojek mulai jadi goblok ya? kehilangan kepala apa gimana? ngeliat driver distasiun numpuk . giliran mau ngorder tulisannya ""upps, ada yang salah"" ? . sudah coba minta tolong hotspot ke orang lain ( baik driver gojek / sekurity stasiun ) tulisannya lokasi anda tidak ada . maksudnya apa? mau bikin pengguna setia gojek pindah ke aplikasi lain?",Aplikasi,
update terus loading nya lama harus di uninstall sekalian mungkin,Aplikasi,
Kenapa gojek saya force close terus tiba2 tapi aplikasi lain tidak force close....?,Aplikasi,
"dulu harganya terjangkau terus bnyk promo tapi sekarang sdh mahal dan ngak ada promo,, terlebih biaya antar gofood mahal",Layanan Pelanggan,
"Tolong dong kenapa sering gangguan ya gojek daerah Pontianak kenapa ga bisa chat gojek nya. Fitur chat ny selalu aja gangguan kalo jam"" istirahat siang hari . Bisanya hanya fitur call tapi kadang sinyal kalo lemah suaranya ga jelas (putus""). Mohon diperbaiki agar tidak sering gangguan. Kalo sekali 2 x sih gpp. Ini udah keseringan!. Terimakasih.",Aplikasi,
Tolong di perbaiki saya sudah lama nunggu konfirmasi ktp udah jelas semua tapi kok gabisa mohon segera di perbaiki dan saya sudah isi saldo mau di buat transfer jadinya tertahan karena verifikasi yang lama banget Sampek sekarang belum di konfirmasi,Akun,
Kenapa aplikasi ini dari 3 hari yang lalu minta di upgrade sdah saya upgrade tapi sudah 3 hari ini belum juga selesai pdahal udah mau transaksi ..?? Uda fotoin ktp Selfi dengan ktp tapi masih aja bgitu,Akun,
BELI PULSA PAKAI GOPAY.. PULSA TDK MASUK.. SALDO GOPAY TDK KEMBALI.. TELFON CS GAK JELAS.. MOHON KERJA SAMA ..,Transaksi,
Kenapa pas cek ongkir goshop ketemu alamatnya pas mau kirim malah gk ketemu di map gojeknya ? Tolong dong solusinya barang saya banyak di cancel jdnya,Aplikasi,
Eror ga bisa masuk padahal udh kirim otp,Aplikasi,
"Saya sudah top gopay dan di suruh pasang pin, namun tidak ada pin yang di kirim ke pesan saya, tolong untuk pihak gopay bantu saya, saya telah top up dengan saldo 100rb, namun pada saat ingin memasukkan pin tidak ada.",Aplikasi,
"Untuk Gojek sebaiknya driver dari orang yang domisili sesuai KTP aslinya, soalnya bikin sebel aja nunggu lama akibat driver yang gak tau jalan trus akhirnya tersesat... Nih kebanyakan untuk wilayah Jakarta dan Bekasi driver tersesat karena gak tau jalan.....akhirnya kita sebagai customer yg dibikin sebel karena kelamaan nunggunya, giliran gitu ntar pada demo karena tarif murah sementara yg bikin bensinnya abis driver sendiri karena tersesat muter2 gak tau jalan",Layanan Pelanggan,
"Pelayanan buruk sekali ! Pengupgrade gopay plusdi tolak terus padahal sudah sesuai prosedur ! Memanfaatkan program prakerja agar banyak saldo yang mengendap ! "" Maaf saya akan menghapus ulasan dan juga reting ini jika saya sudah berhasil upgrade gopay pluse "" . Terima kasih .",Akun,
Maaf kok saya belum dapet kode otp nya ya :(,Aplikasi,
"Tolong di tanggapi, saldo saya ad 100k terus kaget gw lyt kurang 75k, lah yg 25knya kmna?. Terus gw mlakukn transaksi tpi gagal 2x tpi kok saldo gw msi kemakan 2x yah, gw emosi ampe tangan gw bdarah krna saking keras gw tonjok dinding.",Transaksi,
